#RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited,Balance
4752,15806796,Higgins,516,Female,33,10,1,1,127257,0,138848
4753,15723169,Williams,640,Female,31,9,1,1,48641,0,138858
4754,15785485,Zhou,595,Female,41,2,1,0,112270,0,138879
4755,15713463,Tate,645,Female,41,2,1,1,129937,1,138881
4756,15761986,Obialo,439,Female,32,3,1,1,75686,0,138902
4757,15792453,More,602,Female,42,1,1,1,139495,0,138912
4758,15791513,Manfrin,647,Male,41,4,1,1,101618,1,138937
4759,15595937,Bruno,430,Male,36,1,2,0,122373,0,138992
4760,15800229,Thorpe,695,Male,40,7,1,0,193383,0,139022
4761,15589496,Arrington,778,Male,34,5,2,0,67949,0,139064
4762,15594594,Loggia,546,Male,42,7,1,1,86945,0,139071
4763,15724719,Jones,550,Female,22,7,1,1,129891,0,139097
4764,15635396,Thompson,738,Female,29,9,1,1,141872,1,139106
4765,15777576,Frost,559,Female,40,5,1,0,32636,0,139129
4766,15762091,Simpson,631,Female,22,6,1,1,63748,0,139130
4767,15614491,Lockyer,539,Male,39,3,2,1,147662,0,139154
4768,15685320,Johnstone,767,Male,36,3,1,0,123880,0,139180
4769,15759480,H?,644,Female,40,10,1,1,19960,0,139181
4770,15770345,Kovaleva,559,Female,31,1,1,0,143361,0,139183
4771,15815420,McDaniels,808,Male,47,8,1,0,74028,0,139196
4772,15730639,Fiorentino,715,Male,23,7,2,1,65058,0,139225
4773,15581323,White,488,Female,28,7,2,1,106799,0,139246
4774,15658339,Pugliesi,795,Male,37,2,2,1,198746,0,139266
4775,15694408,Lung,749,Male,40,1,1,1,182855,1,139290
4776,15812482,Young,575,Male,27,3,1,1,99844,0,139302
4777,15637977,Barese,542,Male,25,8,1,0,54372,0,139330
4778,15572801,Krischock,639,Male,34,5,2,0,33950,0,139393
4779,15639049,Cartagena,489,Female,31,7,1,0,6121,0,139395
4780,15766683,Coombes,549,Male,36,6,1,0,83983,1,139422
4781,15668444,He,590,Female,44,3,1,1,62223,0,139432
4782,15682523,Chigozie,762,Male,20,1,1,1,85607,0,139433
4783,15700083,Lai,609,Male,39,2,2,1,9234,0,139444
4784,15746139,Enemuo,596,Male,33,2,1,0,63142,0,139452
4785,15638463,Okwudilichukwu,681,Female,48,8,1,1,163582,0,139480
4786,15696989,Chukwueloka,469,Female,52,8,3,0,150093,1,139493
4787,15745201,Frewin,612,Female,43,4,2,1,77128,0,139496
4788,15578878,Hancock,569,Female,30,3,1,1,33230,0,139528
4789,15628767,Hotchin,608,Female,63,3,2,1,175696,1,139530
4790,15708139,Brown,575,Female,40,1,1,1,181294,0,139532
4791,15612627,Ozuluonye,627,Male,29,5,2,1,80607,0,139542
4792,15690958,Cantrell,767,Male,23,2,1,0,28038,0,139543
4793,15640034,Milligan,551,Male,42,2,1,1,43435,1,139561
4794,15598046,Su,662,Female,39,5,2,1,61636,0,139562
4795,15675842,Pinto,656,Male,26,4,1,1,36309,0,139585
4796,15753174,Thompson,571,Male,37,9,3,1,104153,1,139593
4797,15802909,Hu,706,Female,56,3,1,1,86384,0,139603
4798,15749068,Nickson,632,Female,40,9,1,1,93703,1,139625
4799,15763683,Northern,678,Male,32,4,1,1,118236,1,139626
4800,15782550,Ma,490,Female,41,0,1,1,176254,0,139659
4801,15615938,Fleming,502,Female,64,3,1,0,100995,0,139663
4802,15659399,Mazzi,516,Male,50,7,2,1,45591,0,139675
4803,15581811,Chukwubuikem,678,Female,30,1,2,0,16146,0,139677
4804,15735078,Onwughara,724,Female,53,1,2,1,12914,0,139688
4805,15587451,Goold,778,Male,41,7,1,1,63337,0,139706
4806,15621520,Tang,783,Female,42,2,1,1,2150,0,139707
4807,15662854,Manna,681,Male,48,5,2,0,73067,0,139714
4808,15630167,Gibson,684,Female,39,4,1,1,120612,0,139724
4809,15742204,Hsu,579,Male,31,6,1,0,135815,0,139730
4810,15596811,Mitchell,667,Male,36,8,1,1,79871,0,139753
4811,15713975,Gibson,565,Female,47,10,1,1,165849,1,139756
4812,15589221,Kennedy,657,Male,30,1,2,1,23318,0,139762
4813,15624510,Tien,696,Male,52,6,1,1,27445,1,139781
4814,15720838,Gallo,689,Female,31,3,1,0,120664,0,139800
4815,15589805,Benson,563,Female,34,6,1,1,152418,0,139810
4816,15718280,Luffman,662,Male,39,5,2,1,146220,0,139822
4817,15737832,Robertson,771,Male,45,0,1,0,170985,1,139826
4818,15590078,Burns,622,Male,27,9,1,1,152734,0,139835
4819,15568360,Rolon,569,Female,41,4,1,1,163525,0,139840
4820,15633108,Thorpe,646,Male,26,4,1,1,164696,0,139848
4821,15805025,Oster,636,Female,45,7,1,1,108403,0,139859
4822,15641474,Hall,638,Male,46,9,1,1,38967,0,139860
4823,15799964,Campbell,669,Female,30,7,1,1,188796,0,139873
4824,15687688,Hou,564,Female,32,10,2,1,15378,0,139875
4825,15744983,Burgmann,712,Male,47,1,1,1,95720,0,139887
4826,15749300,Teng,556,Female,47,2,1,1,50391,0,139914
4827,15648681,Voronoff,747,Female,47,5,4,0,129965,1,139915
4828,15607986,Nnamutaezinwa,555,Male,40,10,1,1,105720,0,139930
4829,15643361,Cullen,477,Male,34,8,2,1,189876,0,139960
4830,15645496,Seleznyova,648,Female,43,7,1,1,143669,0,139972
4831,15613048,Anderson,648,Female,40,5,1,1,668,1,139974
4832,15610930,Kwemto,572,Female,35,1,1,1,185663,0,139979
4833,15770548,Lucchese,453,Female,28,3,1,1,136847,0,139987
4834,15578825,Golubev,734,Female,29,0,1,1,17745,0,139995
4835,15611029,Hsiung,488,Female,33,4,1,1,123614,0,140002
4836,15652615,Ferri,742,Male,39,8,1,1,92986,0,140005
4837,15763798,McMillan,680,Male,23,5,1,0,31714,0,140007
4838,15596339,French,422,Male,54,3,1,0,86351,0,140014
4839,15672056,Kenenna,710,Male,43,2,3,1,157908,1,140080
4840,15776596,Ferri,730,Female,39,6,1,1,172450,1,140095
4841,15606944,Fleming,645,Male,43,9,1,1,11303,1,140121
4842,15587394,Thomson,462,Male,39,4,2,0,131304,0,140133
4843,15667751,Herrera,487,Female,36,1,1,1,194073,0,140137
4844,15751084,Mancini,712,Female,29,8,1,1,38170,0,140171
4845,15706185,Clements,596,Male,47,5,2,1,174311,0,140187
4846,15720745,Murray,635,Male,24,4,1,1,142936,0,140197
4847,15600357,Findlay,495,Female,40,1,2,1,150720,0,140198
4848,15725094,Fang,623,Female,37,4,1,1,93832,0,140212
4849,15636700,Marsh,701,Male,39,9,1,0,146652,0,140237
4850,15734987,Robertson,658,Female,43,7,2,1,2749,0,140260
4851,15598744,Ch'ang,576,Female,71,6,1,1,193135,1,140273
4852,15605000,John,550,Male,38,9,3,1,171457,1,140279
4853,15621550,Hung,535,Female,50,1,3,0,69531,1,140293
4854,15624695,Otitodilinna,662,Female,72,7,1,0,179259,0,140302
4855,15618562,Woodward,618,Female,40,0,1,1,160619,1,140306
4856,15762937,Chiganu,743,Female,32,6,2,1,163254,0,140349
4857,15811314,Y?,589,Female,36,9,2,1,136330,0,140356
4858,15784361,Williamson,543,Female,46,5,1,1,85087,0,140356
4859,15744041,Yobanna,780,Female,26,3,1,1,117144,0,140357
4860,15683276,Sargood,610,Female,37,10,2,1,129564,0,140364
4861,15799494,Forster,850,Male,44,3,2,0,186286,0,140394
4862,15710053,Neumayer,667,Female,44,5,2,0,57164,0,140407
4863,15630617,Lo Duca,727,Male,36,6,1,1,113034,1,140419
4864,15586264,Murray,572,Male,43,2,1,1,26451,1,140432
4865,15572093,Han,613,Female,24,7,1,1,129001,0,140454
4866,15806049,Lee,714,Female,49,5,1,1,141915,0,140511
4867,15679410,Caldwell,729,Female,62,4,1,1,30990,1,140549
4868,15693468,Simmons,488,Female,39,9,1,0,12440,0,140553
4869,15802560,Moran,470,Female,48,6,1,1,116971,0,140576
4870,15709994,Gallo,658,Female,40,7,1,0,135459,1,140597
4871,15634501,Wei,441,Male,60,1,1,0,174381,0,140614
4872,15791877,Gallagher,706,Male,34,0,2,1,77272,0,140641
4873,15637891,Docherty,613,Female,43,4,1,0,20134,0,140682
4874,15737910,Houghton,703,Male,35,5,2,1,167810,0,140691
4875,15759456,Lupton,609,Male,34,7,2,1,46267,0,140695
4876,15637118,Burns,684,Male,33,4,1,1,103558,0,140701
4877,15575002,Ferguson,676,Male,29,4,1,1,36221,0,140721
4878,15593280,Yuryeva,614,Male,43,8,1,1,166589,0,140734
4879,15766575,Larionova,612,Female,62,8,1,1,193438,1,140745
4880,15604792,Kuo,609,Male,38,6,2,0,171430,0,140752
4881,15756125,Booth,757,Male,44,5,2,1,158735,0,140856
4882,15787255,Manfrin,650,Female,55,2,3,1,179834,1,140891
4883,15738042,Goliwe,543,Male,37,8,2,1,118059,0,140894
4884,15701932,Millar,586,Female,52,6,1,1,67289,0,140901
4885,15723721,Tinline,543,Male,30,4,1,1,157711,0,140917
4886,15605263,Chin,552,Male,33,5,1,0,10922,0,140932
4887,15800805,Maher,451,Female,31,7,1,0,20389,0,140932
4888,15704014,K'ung,738,Male,37,7,2,1,195334,0,140951
4889,15688612,Campos,850,Male,33,7,1,0,3510,0,140957
4890,15641835,Anderson,683,Male,72,3,1,0,52876,0,140997
4891,15661936,Chikelu,513,Male,40,3,1,1,105028,0,141004
4892,15742297,Sinclair,715,Male,35,2,1,1,60408,0,141005
4893,15770525,T'an,760,Male,28,1,2,0,16287,0,141039
4894,15604482,Chiemezie,850,Male,30,2,1,1,5978,0,141040
4895,15628600,Lee,807,Female,31,1,3,1,194257,0,141069
4896,15686463,Fu,626,Male,38,7,1,1,52796,1,141075
4897,15591986,Johnston,621,Male,46,6,1,0,34581,1,141078
4898,15797502,Lord,706,Male,24,2,1,1,24403,0,141079
4899,15620750,Sugden,559,Male,28,3,1,1,15607,0,141099
4900,15805303,Olisanugo,661,Male,44,1,1,1,189743,1,141137
4901,15576360,Ch'iu,600,Male,40,1,1,1,67804,0,141137
4902,15762268,Hancock,666,Female,41,10,1,1,50908,0,141162
4903,15684296,Artyomova,714,Male,34,5,1,0,98896,0,141173
4904,15664214,Hearn,670,Male,33,2,2,1,76257,0,141205
4905,15662955,Nicholls,697,Male,27,8,2,1,90591,0,141224
4906,15665811,Parry,644,Male,33,9,1,1,95673,0,141235
4907,15673591,Oluchukwu,842,Male,44,3,4,0,128521,1,141252
4908,15790267,Onuoha,625,Female,40,7,1,0,177397,0,141268
4909,15793317,Hale,547,Female,22,7,1,1,118143,0,141287
4910,15626900,Kung,427,Male,29,1,1,1,93839,0,141326
4911,15603378,Padovano,768,Female,36,3,1,0,125871,0,141335
4912,15728693,McWilliams,574,Female,43,3,1,1,100187,0,141349
4913,15616525,Sopuluchi,720,Male,31,4,1,0,137986,0,141356
4914,15669945,Jackson,492,Male,35,4,2,1,39520,0,141359
4915,15770174,Piazza,762,Male,29,6,1,1,54123,0,141389
4916,15815070,Romano,566,Female,44,5,2,0,68409,0,141429
4917,15578045,Mitchell,538,Female,49,9,1,0,173779,1,141434
4918,15678910,Ts'ai,680,Female,30,8,1,1,16279,0,141442
4919,15701176,Brown,663,Male,26,5,1,1,440,0,141462
4920,15796114,Phelps,594,Female,34,7,1,0,9443,0,141526
4921,15650442,Hsieh,644,Female,32,8,1,1,167087,1,141529
4922,15566988,Iqbal,656,Female,46,7,1,1,50595,1,141536
4923,15768104,Wright,788,Male,37,8,1,0,66013,0,141541
4924,15726484,Pollard,633,Male,37,7,1,1,124830,0,141546
4925,15776827,Langdon,770,Male,37,5,2,0,180327,0,141547
4926,15654901,Horton,733,Male,51,10,1,1,130190,0,141557
4927,15611729,Kerr,703,Male,39,1,1,1,31257,1,141560
4928,15759991,Hunter,748,Male,36,4,1,1,82158,0,141574
4929,15639590,Melendez,758,Female,30,3,1,1,156249,0,141581
4930,15724127,McLean,790,Female,26,4,2,0,98309,0,141582
4931,15743016,MacDonald,602,Female,22,7,1,1,30380,0,141605
4932,15636444,Craig,535,Female,53,5,2,1,75889,0,141617
4933,15583138,Persse,739,Male,42,2,2,1,172150,0,141643
4934,15685844,White,518,Female,35,8,1,0,192777,0,141666
4935,15617705,Ozioma,609,Female,39,8,1,0,175664,0,141675
4936,15669946,Jen,663,Female,46,2,1,1,58257,0,141727
4937,15750837,Landseer,579,Male,41,0,1,0,9202,0,141750
4938,15657386,Fiorentini,712,Male,43,1,2,0,90905,0,141750
4939,15614834,Long,619,Female,31,3,1,0,61532,0,141752
4940,15786905,Russo,749,Female,40,8,2,0,86334,0,141783
4941,15726832,Donnelly,850,Male,61,3,1,1,92054,0,141784
4942,15810878,Baker,537,Female,38,6,1,0,147798,0,141787
4943,15740411,Molle,636,Male,30,8,2,1,109686,0,141787
4944,15602043,Buccho,770,Female,46,5,2,0,164967,0,141789
4945,15613216,Cameron,639,Female,39,1,1,1,92456,0,141789
4946,15670266,Shih,499,Female,28,4,1,1,22002,0,141793
4947,15590676,Kharlamova,735,Male,34,1,1,1,45858,0,141796
4948,15758136,King,778,Male,37,3,1,0,179422,0,141804
4949,15777599,Esposito,746,Male,34,6,2,1,183495,0,141806
4950,15759038,Whitehead,793,Female,41,3,1,1,102921,0,141806
4951,15691287,Ford,675,Female,33,0,1,1,64815,1,141816
4952,15760865,Fan,754,Female,48,7,1,1,93551,1,141819
4953,15573077,Nwora,620,Female,25,8,1,1,73858,1,141826
4954,15663883,Hansen,850,Male,32,9,2,1,149459,0,141827
4955,15790596,Moran,850,Male,39,0,1,1,92748,0,141830
4956,15628963,Frolova,601,Male,43,3,2,1,111250,0,141859
4957,15754747,Bazile,686,Male,33,9,2,0,184036,0,141918
4958,15748608,Trentini,612,Male,42,5,1,1,43019,0,141927
4959,15611579,Sutherland,801,Male,42,4,1,1,10598,0,141948
4960,15815615,Kung,681,Male,36,5,1,1,185144,0,141952
4961,15688563,Marchesi,694,Male,31,4,2,1,26117,0,141989
4962,15722061,Allen,619,Female,41,8,2,1,114324,0,142016
4963,15727353,Ch'ang,650,Female,64,7,1,1,32275,1,142028
4964,15792365,He,501,Male,44,4,2,0,74941,0,142051
4965,15710553,Yin,555,Male,48,3,2,0,79135,0,142055
4966,15705890,Nebechukwu,674,Male,45,7,1,1,37013,0,142072
4967,15664270,Balsillie,692,Male,45,6,4,1,188306,1,142084
4968,15649414,Walker,570,Female,61,6,1,1,45214,0,142105
4969,15655339,Spencer,566,Male,36,1,1,1,79616,0,142121
4970,15797900,Chinomso,517,Male,56,9,1,0,39488,1,142147
4971,15624781,Mbanefo,672,Female,34,1,2,1,168753,0,142152
4972,15775131,Bartlett,580,Male,32,9,2,0,128029,0,142188
4973,15619537,Lavrentiev,550,Male,31,5,2,1,122222,0,142200
4974,15677146,Obiajulu,728,Female,28,4,2,1,33075,0,142244
4975,15692463,Rahman,799,Female,28,3,1,1,45043,0,142254
4976,15659501,Chioke,753,Female,38,6,1,0,33730,0,142263
4977,15715888,Allardyce,591,Female,38,2,1,0,119639,0,142289
4978,15651075,Ibrahimova,562,Male,35,3,1,0,177113,0,142296
4979,15583718,Terry,696,Male,38,6,1,1,8018,0,142316
4980,15604130,Johnstone,622,Female,47,6,1,0,100183,0,142319
4981,15685290,Wall,595,Male,46,5,2,1,48421,1,142361
4982,15659677,Beluchi,746,Male,47,8,1,1,62087,0,142382
4983,15791674,Sutherland,846,Female,34,10,2,0,68394,1,142389
4984,15787699,Burke,650,Male,34,4,1,1,11276,0,142393
4985,15662063,McIver,746,Male,36,7,1,1,193439,0,142401
4986,15674950,Ebelechukwu,544,Male,39,4,2,1,146637,0,142406
4987,15765857,Genovesi,623,Male,41,2,1,1,28779,0,142412
4988,15644132,Mancini,724,Female,30,9,1,1,107848,0,142476
4989,15691543,Lennox,558,Male,58,2,1,1,88792,0,142537
4990,15778489,Bolton,780,Male,71,9,2,1,122507,0,142550
4991,15663770,Doyle,802,Male,38,1,1,1,172498,0,142557
4992,15683521,Godfrey,594,Male,28,0,2,1,129085,0,142575
4993,15785815,Toscano,670,Male,31,1,2,1,175894,0,142632
4994,15635277,Coates,605,Male,47,7,1,1,189310,0,142644
4995,15673439,Sun,646,Female,50,5,2,1,142209,1,142645
4996,15646609,Chao,748,Male,33,1,1,0,69133,0,142645
4997,15760568,Dalrymple,593,Female,38,5,2,0,135337,0,142658
4998,15591489,Davison,826,Male,26,5,1,0,60285,0,142663
4999,15633260,Dumetochukwu,600,Male,37,1,1,0,88670,0,142663
5000,15766289,Dickinson,751,Male,47,5,2,1,162761,0,142670
5001,15762045,Gilchrist,474,Female,37,5,2,1,110953,0,142689
5002,15698902,McIntyre,547,Female,42,1,1,1,86207,1,142703
5003,15665579,Cartwright,597,Female,28,0,1,1,127233,0,142706
5004,15614934,McEwan,625,Female,37,4,1,1,35625,0,142712
5005,15765537,Liang,687,Male,26,2,1,1,153606,0,142722
5006,15740527,Lai,766,Female,62,7,1,0,5893,1,142724
5007,15695280,Hung,532,Male,24,8,1,0,34231,0,142755
5008,15638047,Chia,613,Female,45,9,2,1,34750,0,142765
5009,15666856,Chikwendu,774,Male,49,1,1,1,8214,0,142767
5010,15774630,Peacock,601,Female,47,1,1,1,57553,0,142802
5011,15638513,Palermo,723,Female,40,7,2,0,38020,0,142857
5012,15684921,Onuchukwu,792,Male,25,8,1,1,130639,0,142862
5013,15632365,Booth,542,Male,33,8,2,0,77738,0,142871
5014,15634146,Hou,835,Male,18,2,1,1,117633,0,142872
5015,15801152,Hill,553,Female,39,1,2,1,44363,0,142877
5016,15793307,Calabresi,724,Female,41,4,3,0,185541,1,142880
5017,15658475,Lori,834,Male,36,8,1,1,89983,1,142882
5018,15692226,Onwumelu,705,Female,31,3,1,1,58135,0,142906
5019,15635660,Rossi,612,Male,30,9,1,1,105891,1,142910
5020,15609521,Chimaraoke,803,Male,34,4,2,1,114870,0,142929
5021,15583863,Chimaobim,681,Male,49,8,1,0,187281,1,142946
5022,15683993,Knight,493,Female,37,8,2,1,158841,0,142987
5023,15570087,Parry-Okeden,664,Female,44,8,1,1,115453,1,142990
5024,15629846,Sheehan,827,Female,47,8,2,1,108978,0,143002
5025,15568449,Fu,661,Male,38,7,1,1,15651,0,143007
5026,15720636,McGregor,628,Female,50,4,1,0,109609,1,143055
5027,15739046,Maggard,850,Female,23,9,1,0,62981,0,143055
5028,15676576,Stephenson,646,Female,43,8,1,1,61938,0,143062
5029,15633419,Brooks,622,Female,28,1,2,1,81724,0,143125
5030,15643966,Goforth,616,Male,45,3,2,0,64327,0,143129
5031,15622083,Paterson,647,Male,30,6,2,1,2955,0,143139
5032,15663161,Chiu,680,Female,51,5,1,0,47795,1,143140
5033,15699257,Kerr,651,Male,42,2,2,1,43612,0,143146
5034,15596013,Akhtar,694,Female,58,1,1,0,102629,1,143212
5035,15649450,Repina,805,Male,24,6,2,1,186036,0,143221
5036,15591724,Liu,560,Female,44,5,1,1,98661,0,143245
5037,15805260,Wood,705,Female,56,2,1,1,88428,1,143250
5038,15801296,Farber,634,Female,37,7,2,1,192722,0,143259
5039,15663234,Bishop,508,Female,60,7,1,1,129563,0,143262
5040,15782456,Odili,656,Male,46,9,2,0,193099,0,143267
5041,15636330,Ch'in,588,Female,48,1,2,1,31581,1,143280
5042,15775293,Stephenson,680,Male,34,3,1,1,66526,0,143293
5043,15813917,Kirk,653,Male,31,9,1,1,83679,0,143322
5044,15570947,Bruny,615,Female,29,7,2,1,126396,0,143331
5045,15791131,Chimaijem,551,Female,30,2,1,1,145796,0,143340
5046,15774936,Liang,543,Male,41,6,1,1,192070,1,143350
5047,15680243,Brown,792,Male,19,7,1,1,33283,0,143391
5048,15566253,Manning,580,Male,44,9,1,0,146891,1,143391
5049,15717156,Sokolov,520,Male,30,3,2,1,899,0,143397
5050,15689168,Munro,531,Male,37,1,2,0,84402,0,143407
5051,15717893,Briggs,607,Male,36,8,1,1,97879,0,143422
5052,15625740,Enriquez,627,Male,62,3,2,1,143104,0,143426
5053,15668323,Mbadiwe,678,Female,41,1,1,1,196622,1,143444
5054,15575417,Chou,849,Male,37,7,2,1,17294,0,143453
5055,15700627,Y?,637,Female,46,2,1,1,166996,1,143501
5056,15692416,Aikenhead,358,Female,52,8,3,1,141959,1,143542
5057,15588456,Hsieh,658,Female,40,5,1,1,189608,0,143566
5058,15703707,Atkins,656,Male,44,10,1,0,127444,0,143572
5059,15646310,Mao,684,Male,24,8,1,1,22527,0,143583
5060,15744873,Wright,657,Female,48,5,1,0,101315,1,143596
5061,15716347,Griffin,663,Male,37,7,2,0,176487,0,143626
5062,15760550,Duncan,741,Male,39,7,2,0,174228,0,143638
5063,15584620,Su,850,Female,36,6,1,1,22102,1,143644
5064,15651389,Kay,561,Male,24,8,1,0,180932,0,143657
5065,15716324,Ignatieff,665,Female,23,9,1,1,115147,0,143673
5066,15797149,Lloyd,563,Female,36,4,2,1,63531,0,143680
5067,15647301,Bray,549,Female,45,3,2,1,96404,0,143734
5068,15682435,P'eng,600,Male,35,4,2,1,104077,0,143745
5069,15684865,Lucchesi,771,Female,66,7,1,1,130828,0,143773
5070,15761018,Tan,581,Male,50,2,2,1,181224,1,143829
5071,15753874,Kent,694,Male,37,10,1,0,33327,0,143835
5072,15788723,McIntyre,599,Female,49,10,2,1,166236,1,143888
5073,15704763,Kozlova,523,Female,39,1,1,1,118712,1,143903
5074,15607314,Chiefo,536,Male,53,2,1,1,2020,1,143924
5075,15703541,Wang,772,Female,51,9,1,0,46676,1,143931
5076,15720187,Han,479,Female,30,7,2,1,41880,0,143964
5077,15671655,Thorpe,763,Male,31,7,2,1,140263,1,143966
5078,15801904,Heard,677,Male,28,0,2,1,8756,1,143988
5079,15567778,Genovese,690,Female,54,1,1,1,108731,1,144028
5080,15764448,Mackenzie,837,Male,35,0,1,1,145325,0,144038
5081,15642530,Coates,706,Female,47,10,1,1,140939,1,144090
5082,15589589,Bryan,613,Male,34,5,1,1,44510,0,144094
5083,15761706,Y?an,705,Female,39,8,1,1,11682,0,144102
5084,15728523,Rizzo,522,Male,41,5,1,1,14790,0,144148
5085,15801548,Buckland,661,Female,31,7,2,1,14491,0,144162
5086,15567399,Enderby,633,Male,43,3,1,1,158646,0,144164
5087,15606273,Rene,616,Male,37,5,2,0,154958,1,144236
5088,15601594,Ifeanacho,698,Female,51,6,4,1,157144,1,144238
5089,15737169,Johnson,642,Male,26,8,1,1,184400,0,144239
5090,15807595,Ijendu,485,Male,51,7,2,1,51113,0,144245
5091,15622658,Lai,551,Female,26,2,1,1,49779,0,144259
5092,15716164,Nicholls,501,Female,41,3,1,1,172115,0,144261
5093,15793723,Ch'iu,607,Male,32,9,2,1,176581,0,144272
5094,15605791,Li,524,Male,29,9,2,1,32063,0,144288
5095,15744553,Ho,444,Male,34,2,1,1,112668,0,144319
5096,15590810,Fallaci,638,Female,41,9,1,1,73980,1,144326
5097,15717056,Pan,828,Female,25,7,1,1,116613,0,144352
5098,15571193,Morrison,579,Male,42,0,1,1,22497,1,144386
5099,15780128,Ogbonnaya,705,Male,33,3,2,1,113845,0,144428
5100,15736601,Tai,716,Male,35,4,1,1,134133,0,144429
5101,15672144,Mao,667,Female,38,6,1,1,73963,1,144432
5102,15607874,Keane,687,Male,38,0,1,0,137277,0,144451
5103,15589793,Onwuamaeze,604,Male,53,8,1,1,190999,1,144454
5104,15792916,Ositadimma,559,Female,40,7,1,1,18918,0,144471
5105,15705663,Milano,700,Female,39,5,2,1,189664,0,144551
5106,15727391,Collier,688,Male,29,9,2,1,143455,0,144554
5107,15577913,Oliver,651,Female,32,8,1,1,87610,0,144582
5108,15765806,Wu,492,Male,29,1,1,1,196294,0,144592
5109,15788291,Okwuadigbo,713,Female,38,7,1,1,56594,1,144606
5110,15715184,Capon,752,Female,31,4,2,1,40497,0,144638
5111,15788068,Lopez,743,Male,45,10,3,1,22512,1,144677
5112,15743051,Hamilton,694,Male,30,10,1,1,31805,0,144684
5113,15669957,Drake,655,Male,52,9,1,1,49026,0,144697
5114,15636872,Amadi,585,Female,32,8,2,0,171483,0,144706
5115,15721377,Chou,833,Female,34,3,1,0,166473,0,144752
5116,15702149,Fomin,767,Female,33,1,1,1,132481,0,144753
5117,15796334,Chukwualuka,558,Male,39,10,1,1,22878,1,144757
5118,15774328,Boni,606,Male,40,1,2,1,166656,0,144758
5119,15596870,Marino,749,Male,54,3,1,1,93336,1,144769
5120,15756321,Johnston,612,Female,52,5,1,0,98303,1,144773
5121,15658548,Ignatiev,646,Female,36,6,2,1,53217,0,144773
5122,15664668,Zarate,534,Female,42,9,1,0,12483,1,144802
5123,15710316,Fang,454,Female,48,5,1,1,93152,0,144838
5124,15669064,Mazzanti,671,Male,35,1,1,1,179012,0,144849
5125,15767231,Sun,757,Male,36,7,1,0,130862,0,144852
5126,15744843,K'ung,569,Female,34,6,1,0,196555,0,144855
5127,15594576,Zhdanov,524,Male,32,1,1,0,187740,0,144876
5128,15567991,Obiuto,794,Male,31,0,2,0,175643,0,144880
5129,15800746,Watson,674,Male,45,7,1,1,102592,1,144889
5130,15584518,Arthur,589,Female,50,5,2,1,34941,0,144895
5131,15717984,Longo,477,Male,47,9,1,1,61315,1,144901
5132,15675176,Price,512,Male,51,6,1,1,165035,0,144953
5133,15792180,Chiekwugo,566,Male,22,7,2,1,102246,0,144955
5134,15636541,Cartwright,683,Male,35,5,1,0,26797,0,144962
5135,15640521,Chidumaga,552,Male,33,3,1,1,58845,1,144963
5136,15597610,Stevens,553,Male,41,6,1,1,19345,0,144975
5137,15626147,Maclean,608,Female,62,8,1,0,175836,1,144977
5138,15796721,Nnamutaezinwa,778,Male,38,3,2,1,126702,0,145018
5139,15762169,Bergman,556,Male,37,9,2,1,90928,1,145019
5140,15780498,Maynard,634,Male,34,3,1,1,41821,0,145031
5141,15780770,Kerr,445,Male,31,7,1,1,175894,0,145057
5142,15665238,Beneventi,745,Male,36,8,1,0,6078,0,145071
5143,15766166,Folliero,604,Male,43,2,1,1,23882,0,145082
5144,15588235,Vasilieva,654,Female,24,8,1,1,130075,0,145082
5145,15786014,Ku,568,Male,28,5,2,1,185489,0,145106
5146,15624975,Angelo,693,Male,28,1,1,0,77742,0,145119
5147,15739357,Moss,756,Male,30,2,1,0,7555,0,145128
5148,15760294,Endrizzi,512,Female,41,8,1,1,64869,1,145150
5149,15796111,Smith,708,Female,54,8,1,0,125311,1,145151
5150,15743245,Agafonova,624,Male,42,3,1,1,72170,1,145155
5151,15719809,Endrizzi,516,Male,32,3,2,0,111421,0,145166
5152,15629273,Lin,638,Male,42,8,1,1,193472,1,145178
5153,15595831,Shen,579,Female,64,6,1,1,164084,0,145215
5154,15578369,Chiedozie,652,Female,37,9,1,1,159133,0,145219
5155,15570990,Begley,520,Female,30,4,2,0,145161,0,145223
5156,15579559,Chienezie,544,Male,30,8,1,1,80677,0,145242
5157,15788448,Watson,490,Male,31,3,1,0,114067,0,145260
5158,15711299,Wilson,711,Female,52,8,1,0,131473,0,145263
5159,15730353,Olisaemeka,550,Male,29,9,2,1,147484,0,145294
5160,15573280,Gallagher,646,Male,50,6,2,1,27815,0,145295
5161,15794266,Cross,559,Male,32,9,1,1,103561,0,145304
5162,15588560,Nwabugwu,569,Female,32,8,1,1,132039,0,145330
5163,15707567,Esposito,732,Male,50,6,1,0,91936,1,145339
5164,15717527,Ifeanacho,619,Female,49,9,1,1,38187,0,145360
5165,15576615,Giordano,719,Male,37,10,1,1,80409,0,145383
5166,15639278,Chinomso,580,Female,36,6,2,1,169963,1,145387
5167,15654222,Ogg,757,Male,30,3,1,0,198341,0,145396
5168,15658614,H?,565,Female,38,7,2,1,83845,0,145401
5169,15765952,Milanesi,769,Male,29,4,1,1,188383,0,145471
5170,15729832,Cheng,658,Male,29,3,1,1,20207,0,145513
